"ID","URL","PDF","Country","Province","Date","Trial status","Design","Blinding","Arms","COVID-19 status","Severity","Patient setting","Outcome","Treatment","Size"
"NCT04332380","https://ClinicalTrials.gov/show/NCT04332380",NA,"Colombia","Cundinamarca","2020-Apr","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Mixed","Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, IgG, IgM or IgA","Plasma Product",10
"CHICTR2000031494","http://www.chictr.org.cn/showproj.aspx?proj=51904",NA,"China","Hubei","2020-Apr","Recruiting","Single-Arm","Unspecified",2,"Confirmed","Severe","Hospitalized","Radiographic Findings","Stem cells",36
"NCT04330586","https://ClinicalTrials.gov/show/NCT04330586",NA,"South Korea","Seoul","2020-Apr","Not Recruiting","Randomized","Open-Label",2,"Confirmed Or Suspected","Non-severe","Outpatients","ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Ciclesonide ,  HCQ",141
"NCT04330144","https://ClinicalTrials.gov/show/NCT04330144",NA,"South Korea","Seoul","2020-Apr","Not Recruiting","Randomized","Single",2,"Healthy (Exposed)",NA,NA,"Viral Load or Clearance","HCQ",2486
"NCT04320238","https://ClinicalTrials.gov/show/NCT04320238",NA,"China","Hubei","2020-Mar","Recruiting","Non-Randomized","Open-Label",2,"Healthy (Exposed)","None","Healthcare Workers","Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, Adverse Events, Treatment-emergent Adverse Events","Interferon Therapy",2944
"NCT04327349","https://ClinicalTrials.gov/show/NCT04327349",NA,"Iran","Mazandaran","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed",NA,NA,"Mortality, Hospitalization, Non-invasive Ventilation, C-Reactive Protein, IL-6, Tumor Necrosis Factor (Any), White Blood Cell Count, Lymphocyte Count, Creatinine Phosphokinase, CK-MB, ALT, AST, LDH, IgG, IgM or IgA, CD4, CD8, PaO2-FiO2","Plasma",30
"CHICTR2000031430","http://www.chictr.org.cn/showproj.aspx?proj=49254",NA,"China","Beijing","2020-Mar","Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Mixed","Hospitalized","C-Reactive Protein, IL-6, Interferon (Any), Lymphocyte Count, D-Dimer, Creatinine Phosphokinase, CK-MB, eGFR, Myoglobin, Troponin, Procalcitonin, Prothrombin, Coagulation Test, ALT, AST, Albumin, Bilirubin, LDH, IgG, IgM or IgA, Blood Gas, ECG, 6-Minute Walking Distance, Radiographic Findings, Quality of Life","Stem cells",200
"NCT04303507","https://ClinicalTrials.gov/show/NCT04303507",NA,"United Kingdom","Oxford","2020-Mar","Not Recruiting","Randomized","Double",2,"Healthy (Exposed)","None","Healthcare Workers","Viral Load or Clearance, Pneumonia or ARDS","HCQ",40000
"CHICTR2000031319","http://www.chictr.org.cn/showproj.aspx?proj=51647",NA,"China","Hubei","2020-Mar","Not Recruiting","Randomized","Unspecified",2,"Confirmed","Severe",NA,"Viral Load or Clearance, Fever, C-Reactive Protein, Ferritin, IL-6, Tumor Necrosis Factor (Any), White Blood Cell Count, Lymphocyte Count, Neutrophils, Creatinine Phosphokinase, CK-MB, Troponin, Procalcitonin, ALT, AST, LDH, CD4, CD8, SpO2, Respiratory Rate, Radiographic Findings","Stem cells",20
"NCT04323631","https://ClinicalTrials.gov/show/NCT04323631",NA,"Israel","Haifa","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Mixed","Mortality, Serious or Seconday Infections","HCQ",1116
"CHICTR2000030704","http://www.chictr.org.cn/showproj.aspx?proj=50778",NA,"China","Jiangsu","2020-Mar","Status Unclear","Randomized","Unspecified",2,"Confirmed",NA,NA,"Non-invasive Ventilation, White Blood Cell Count, Creatinine Phosphokinase, CK-MB, ALT, AST, PaO2-FiO2, Respiratory Rate","Traditional Chinese Medicine",50
"NCT04321421","https://ClinicalTrials.gov/show/NCT04321421",NA,"Italy","Pavia","2020-Mar","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","ICU","Mortality, ICU Admission, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Antibodies","Plasma Product",49
"NCT04318444","https://ClinicalTrials.gov/show/NCT04318444",NA,"United States","New York","2020-Mar","Not Recruiting","Randomized","Quadruple",2,"Healthy (Exposed)","None","Healthy (Exposed)","Viral Load or Clearance","HCQ",1600
"NCT04315948","https://ClinicalTrials.gov/show/NCT04315948",NA,"France","Paris","2020-Mar","Recruiting","Randomized","Open-Label",5,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Serious Adverse Events, White Blood Cell Count, Platelet Count, Creatinine Phosphokinase, CK-MB, Prothrombin, Electrolytes, INR, ALT, AST, Bilirubin, Glucose","Remdesivir, LPV/r, Interferon, HCQ",3100
"NCT04319900","https://ClinicalTrials.gov/show/NCT04319900",NA,"China","Beijing","2020-Mar","Recruiting","Randomized","Double",3,"Confirmed",NA,NA,"Clinical Improvement Score (Any), Viral Load or Clearance, Fever, Serious or Seconday Infections, C-Reactive Protein, Lymphocyte Count, Radiographic Findings","FVP, HCQ",150
"CHICTR2000031204","http://www.chictr.org.cn/showproj.aspx?proj=49420",NA,"China","Beijing","2020-Mar","Recruiting","Randomized","Single",2,"Confirmed",NA,NA,"Viral Load or Clearance, Fever, Serious or Seconday Infections, C-Reactive Protein, Lymphocyte Count, Radiographic Findings","HCQ",300
"NCT04273763","https://ClinicalTrials.gov/show/NCT04273763",NA,"China","Zhejiang","2020-Feb","Recruiting","Randomized","Open-Label",3,"Confirmed Or Suspected","Non-severe","Outpatients","Mortality, ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, PaO2-FiO2, SpO2, Respiratory Rate","Combination Antiviral",60
"CHICTR2000031196","http://www.chictr.org.cn/showproj.aspx?proj=51112",NA,"China","Beijing","2020-Mar","Recruiting","Non-Randomized","Unspecified",2,"Confirmed",NA,NA,"Viral Load or Clearance, Adverse Events","Lopinavir/ritonvair",90
"CHICTR2000029868","http://www.chictr.org.cn/showproj.aspx?proj=49524",NA,"China","Shanghai","2020-Feb","Completed","Randomized","Open-Label",2,"Confirmed","Mixed",NA,"Viral Load or Clearance, Adverse Events","HCQ",360
"CHICTR2000029496","http://www.chictr.org.cn/showproj.aspx?proj=48809",NA,"China","Hunan","2020-Feb","Recruiting","Randomized","Open-Label",3,"Confirmed",NA,"Hospitalized","Viral Load or Clearance, Adverse Events","Cyotkine protein injection",90
"CHICTR2000030987","http://www.chictr.org.cn/showproj.aspx?proj=51329",NA,"China","Beijing","2020-Mar","Recruiting","Randomized","Unspecified",3,"Resolved",NA,"Discharged","Viral Load or Clearance, Pneumonia or ARDS, Cough, Dyspnea","HCQ , /- Favipiravir",150
"NCT04276896","https://ClinicalTrials.gov/show/NCT04276896",NA,"China","Guangdong","2020-Feb","Recruiting","Single-Arm","Open-Label",1,"Confirmed",NA,"Hospitalized","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, C-Reactive Protein, Radiographic Findings","Vaccine",100
"CHICTR2000030944","http://www.chictr.org.cn/showproj.aspx?proj=50199",NA,"China","Jiangxi","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Severe",NA,"Mortality, Treatment-emergent Adverse Events","Stem cells",20
"NCT04313322","https://ClinicalTrials.gov/show/NCT04313322",NA,"Jordan","Amman","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed",NA,NA,"Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, Dyspnea, Other Mild Symptoms, Radiographic Findings","Stem Cells",5
"CHICTR2000030929","http://www.chictr.org.cn/showproj.aspx?proj=50696",NA,"China","Hubei","2020-Mar","Not Recruiting","Randomized","Double",2,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Clinical Improvement Score (Any), Cough, Fever, Other Mild Symptoms","Plasma",60
"NCT04255017","https://ClinicalTrials.gov/show/NCT04255017",NA,"China","Hubei","2020-Feb","Recruiting","Randomized","Single",3,"Confirmed",NA,NA,"Clinical Improvement Score (Any), Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein, Erythrocyte Sedimentation Rate, CK-MB, ALT, PaO2-FiO2, SpO2, Radiographic Findings","Combination Antiviral",400
"NCT04254874","https://ClinicalTrials.gov/show/NCT04254874",NA,"China","Hubei","2020-Feb","Recruiting","Randomized","Single",2,"Confirmed","Mixed",NA,"Clinical Improvement Score (Any), Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein, Erythrocyte Sedimentation Rate, CK-MB, ALT, PaO2-FiO2, SpO2, Radiographic Findings","Combination Antiviral",100
"NCT04264858","https://ClinicalTrials.gov/show/NCT04264858",NA,"China","Hubei","2020-Feb","Not Recruiting","Non-Randomized","Open-Label",2,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Antibodies, PaO2-FiO2, Radiographic Findings","Plasma",10
"CHICTR2000030166","http://www.chictr.org.cn/showproj.aspx?proj=49696",NA,"China","Beijing","2020-Feb","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed",NA,"Viral Load or Clearance, Fever, 3CL Mpro, White Blood Cell Count, Monocyte Count, Lymphocyte Count, Natural Killer Cell Count, Dendritic Cell Count, Neutrophils, Platelet Count, Creatinine Phosphokinase, CK-MB, ALT, AST, Urine Sample, Stool Sample, Radiographic Findings","Interferon Therapy",20
"CHICTR2000030922","http://www.chictr.org.cn/showproj.aspx?proj=51141",NA,"China","Guangdong","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed","Non-severe","Outpatients","Mortality, Viral Load or Clearance, Pneumonia or ARDS, ALT, AST","Interferon, ribavirin, arbidol, ribavirin",30
"CHICTR2000030894","http://www.chictr.org.cn/showproj.aspx?proj=51126",NA,"China","Beijing","2020-Mar","Recruiting","Randomized","Unspecified",3,"Confirmed",NA,NA,"Mortality, Hospitalization, Viral Load or Clearance, Pneumonia or ARDS, Invasive Mechanical Ventilation or ECMO, Fever, C-Reactive Protein, Lymphocyte Count, Radiographic Findings","Favipiravir",150
"CHICTR2000030841","http://www.chictr.org.cn/showproj.aspx?proj=51072",NA,"China","Hubei","2020-Mar","Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Severe",NA,"Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, PaO2-FiO2, SpO2, Respiratory Rate, Radiographic Findings","Plasma product",10
"CHICTR2000030187","http://www.chictr.org.cn/showproj.aspx?proj=50057",NA,"China","Hubei","2020-Feb","Recruiting","Randomized","Unspecified",2,"Confirmed",NA,NA,"Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Other Mild Symptoms, C-Reactive Protein, Tumor Necrosis Factor (Any), Granulocyte Stimulaiting Factor, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, eGFR, Procalcitonin, ALT, AST, Albumin, Bilirubin","LPV/r",60
"CHICTR2000030835","http://www.chictr.org.cn/showproj.aspx?proj=51050",NA,"China","Henan","2020-Mar","Recruiting","Single-Arm","Open-Label",2,"Confirmed","Severe","Hospitalized","C-Reactive Protein, IL-1, IL-2, IL-4, IL-6, IL-7, IL-8, IL-10, IL-17, Tumor Necrosis Factor (Any), Granulocyte Stimulaiting Factor, IP-10, White Blood Cell Count, Monocyte Count, Lymphocyte Count, Natural Killer Cell Count, Procalcitonin, ALT, AST, Albumin, Bilirubin, Glucose, Urine Sample, Radiographic Findings, Depression, Anxiety, Distress","Stem cells",20
"CHICTR2000030580","http://www.chictr.org.cn/showproj.aspx?proj=50693",NA,"China","Shanghai","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed","Severe","Hospitalized","Viral Load or Clearance, IL-6, IL-10, Tumor Necrosis Factor (Any), Radiographic Findings","TCZ ,  Adalimumab",60
"NCT04307693","https://ClinicalTrials.gov/show/NCT04307693",NA,"South Korea","Seoul","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed","Non-severe","Outpatients","Mortality, ICU Admission, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Other Mild Symptoms, Adverse Events, SpO2, Respiratory Rate","LPV/r",150
"CHICTR2000030718","http://www.chictr.org.cn/showproj.aspx?proj=50843",NA,"China","Hubei","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Dyspnea, Serious Adverse Events, Granulocyte Stimulaiting Factor, White Blood Cell Count, Monocyte Count, Lymphocyte Count, Natural Killer Cell Count, Neutrophils, Platelet Count, ALT, AST, Albumin, Bilirubin, IgG, IgM or IgA, Blood Gas","HCQ",80
"NCT04302519","https://ClinicalTrials.gov/show/NCT04302519",NA,"China","Beijing","2020-Mar","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized","PaO2-FiO2, SpO2, Radiographic Findings, Hypoxia, Hypoxemia","Stem Cells",24
"CHICTR2000030702","http://www.chictr.org.cn/showproj.aspx?proj=50537",NA,"China","Beijing","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed","Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Dyspnea, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Convalescent plasma",50
"NCT04299724","https://ClinicalTrials.gov/show/NCT04299724",NA,"China","Guangdong","2020-Mar","Recruiting","Single-Arm","Open-Label",1,"Confirmed And Healthy",NA,NA,"Mortality, Clinical Improvement Score (Any), Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Treatment-emergent Adverse Events, C-Reactive Protein, Lymphocyte Count","Vaccine",100
"CHICTR2000029308","http://www.chictr.org.cn/showproj.aspx?proj=48684","https://www.nejm.org/doi/pdf/10.1056/NEJMoa2001282?articleTools=true","China","Hubei","2020-Jan","Completed w. Results","Randomized","Open-Label",2,"Confirmed",NA,"Hospitalized","Mortality, ICU Admission, Hospitalization, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Treatment-emergent Adverse Events","LPV/r",160
"CHICTR2000029580","http://www.chictr.org.cn/showproj.aspx?proj=49088",NA,"China","Hubei","2020-Feb","Recruiting","Randomized","Single",2,"Confirmed","Severe",NA,"Adverse Events","Stem Cell, Ruxolitinib",70
"CHICTR2000029638","http://www.chictr.org.cn/showproj.aspx?proj=49224",NA,"China","Sichuan","2020-Feb","Recruiting","Randomized","Single",2,"Confirmed","Mixed",NA,"Cough, Fever, Dyspnea, Other Mild Symptoms, Treatment-emergent Adverse Events, C-Reactive Protein, IL-1, IL-2, IL-4, IL-6, IL-7, IL-8, IL-10, IL-17, Tumor Necrosis Factor (Any), Granulocyte Stimulaiting Factor, White Blood Cell Count, Hemoglobin, Erythrocyte Sedimentation Rate, Creatinine Phosphokinase, CK-MB, Myoglobin, Troponin, Procalcitonin, Coagulation Test, Urine Sample, Blood Gas, Blood Pressure, Heart Rate, SpO2, Respiratory Rate, Radiographic Findings","Interferon Therapy",100
"CHICTR2000029757","http://www.chictr.org.cn/showproj.aspx?proj=49081",NA,"China","Beijing","2020-Feb","Recruiting","Randomized","Open-Label",2,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Plasma Product",200
"CHICTR2000029993","http://www.chictr.org.cn/showproj.aspx?proj=49435",NA,"China","Guangdong","2020-Feb","Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed",NA,"Mortality, Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, Serious or Seconday Infections, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Traditional Chinese Medicine",40
"CHICTR2000030627","http://www.chictr.org.cn/showproj.aspx?proj=50727",NA,"China","Henan","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed","Severe","Hospitalized","Mortality, Hospitalization, Viral Load or Clearance, Fever, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events","Plasma Product",30
"CHICTR2000030535","http://www.chictr.org.cn/showproj.aspx?proj=49790",NA,"China","Sichuan","2020-Mar","Recruiting","Randomized","Unspecified",2,"Confirmed","Mixed",NA,"Mortality, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, Radiographic Findings","Ebastine",100
"NCT04295551","https://ClinicalTrials.gov/show/NCT04295551",NA,"China","Beijing","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed","Mixed",NA,"Cough, Fever, Dyspnea","Ritonavir/Lopinavir, Tcm",80
"CHICTR2000030487","http://www.chictr.org.cn/showproj.aspx?proj=50507",NA,"China","Henan","2020-Mar","Recruiting","Single-Arm","Unspecified",1,"Confirmed","Mixed",NA,"Viral Load or Clearance, Cough, Fever, Dyspnea, Other Mild Symptoms, CD4, CD8","Azvudine",10
"NCT04293887","https://ClinicalTrials.gov/show/NCT04293887",NA,"China","Hebei","2020-Mar","Not Recruiting","Randomized","Open-Label",2,"Confirmed",NA,"Hospitalized","ICU Admission, Hospitalization, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Treatment-emergent Adverse Events, SpO2, Respiratory Rate","Interferon Therapy",328
"CHICTR2000030484","http://www.chictr.org.cn/showproj.aspx?proj=50263",NA,"China","Hubei","2020-Mar","Not Recruiting","Randomized","Unspecified",3,"Confirmed",NA,NA,"Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Dyspnea, Serious Adverse Events, C-Reactive Protein, PaO2-FiO2, Radiographic Findings","Stem Cells",90
"CHICTR2000030480","http://www.chictr.org.cn/showproj.aspx?proj=50470",NA,"China","Hubei","2020-Mar","Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Treatment-emergent Adverse Events","Interferon Therapy",328
"CHICTR2000029898","http://www.chictr.org.cn/showproj.aspx?proj=49482",NA,"China","Beijing","2020-Feb","Recruiting","Randomized","Open-Label",2,"Confirmed","Severe","Hospitalized","Mortality, Hospitalization, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Adverse Events, Serious Adverse Events, IgG, IgM or IgA","HCQ",100
"CHICTR2000029975","http://www.chictr.org.cn/showproj.aspx?proj=49592",NA,"China","Jilin","2020-Feb","Not Recruiting","Single-Arm","Unspecified",1,"Confirmed",NA,NA,"Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Cough, Fever, Serious or Seconday Infections, Organ Failure or Dysfunction (SOFA), Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, SpO2","HCQ",10
"CHICTR2000030424","http://www.chictr.org.cn/showproj.aspx?proj=50174",NA,"China","Henan","2020-Mar","Not Recruiting","Single-Arm","Unspecified",1,"Confirmed","Mixed",NA,"Clinical Improvement Score (Any), Viral Load or Clearance, Cough, Fever, Other Mild Symptoms, CD4, CD8","Azivudine",30
"CHICTR2000030013","http://www.chictr.org.cn/showproj.aspx?proj=49796",NA,"China","Beijing","2020-Feb","Not Recruiting","Non-Randomized","Unspecified",2,"Healthy (Exposed)","None","Healthcare Workers","Pneumonia or ARDS, Cough, Fever, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, SpO2, Radiographic Findings","Interferon Therapy",450
"CHICTR2000029899","http://www.chictr.org.cn/showproj.aspx?proj=49536",NA,"China","Beijing","2020-Feb","Recruiting","Randomized","Open-Label",2,"Confirmed","Non-severe","Outpatients","Mortality, Clinical Improvement Score (Any), Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea, Adverse Events, Treatment-emergent Adverse Events, Serious Adverse Events, IgG, IgM or IgA","HCQ",100
"NCT04286503","https://ClinicalTrials.gov/show/NCT04286503",NA,"China","Beijing","2020-Feb","Not Recruiting","Randomized","Open-Label",3,"Confirmed","Mixed","Mixed","Viral Load or Clearance, Fever, Radiographic Findings","Carrimycin, Arbidol, HCQ, LPV/r",520
"CHICTR2000029759","http://www.chictr.org.cn/showproj.aspx?proj=49352",NA,"China","Chongqing","2020-Feb","Status Unclear","Randomized","Open-Label",3,"Confirmed","Mixed","Hospitalized","ICU Admission, Viral Load or Clearance, Non-invasive Ventilation, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Dyspnea","Ritonavir/Lopinavir, Arbidol, Asc09",60
"CHICTR2000030218","http://www.chictr.org.cn/showproj.aspx?proj=50115",NA,"China","Jiangxi","2020-Feb","Recruiting","Randomized","Unspecified",3,"Confirmed","Non-severe",NA,"Viral Load or Clearance, Pneumonia or ARDS","Traditional Chinese Medicine",80
"NCT04276987","https://ClinicalTrials.gov/show/NCT04276987",NA,"China","Beijing","2020-Feb","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Organ Failure or Dysfunction (SOFA), Adverse Events, C-Reactive Protein, IL-1, IL-2, IL-6, IL-8, Lymphocyte Count, D-Dimer, LDH, Radiographic Findings","Stem Cells",30
"CHICTR2000030196","http://www.chictr.org.cn/showproj.aspx?proj=49883",NA,"China","Hubei","2020-Feb","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Mixed",NA,"Adverse Events, Serious Adverse Events, IL-1, IL-6, Tumor Necrosis Factor (Any), Interferon (Any)","TCZ",60
"CHICTR2000030138","http://www.chictr.org.cn/showproj.aspx?proj=50004",NA,"China","Beijing","2020-Feb","Not Recruiting","Randomized","Double",2,"Confirmed Or Suspected","Severe",NA,"Clinical Improvement Score (Any)","Stem Cells",60
"CHICTR2000030020","http://www.chictr.org.cn/showproj.aspx?proj=49812",NA,"China","Hunan","2020-Feb","Recruiting","Single-Arm","Open-Label",1,"Confirmed Or Suspected",NA,NA,"Viral Load or Clearance, Lymphocyte Count, Radiographic Findings","Stem Cells",20
"CHICTR2000030113","http://www.chictr.org.cn/showproj.aspx?proj=49988",NA,"China","Guangdong","2020-Feb","Recruiting","Randomized","Unspecified",2,"Confirmed",NA,NA,"Blood Gas, Radiographic Findings, Renal Outcome (Unspecified)","Favipiravir",30
"CHICTR2000030179","http://www.chictr.org.cn/showproj.aspx?proj=50059",NA,"China","Jiangxi","2020-Feb","Recruiting","Randomized","Unspecified",2,"Confirmed","Severe","Hospitalized","Mortality, Hospitalization, Viral Load or Clearance","Plasma Product",100
"CHICTR2000030173","http://www.chictr.org.cn/showproj.aspx?proj=49229",NA,"China","Hunan","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Confirmed",NA,NA,"Viral Load or Clearance, Radiographic Findings","Stem Cells",60
"CHICTR2000029803","http://www.chictr.org.cn/showproj.aspx?proj=49428",NA,"China","Hubei","2020-Feb","Not Recruiting","Randomized","Open-Label",4,"Healthy (Exposed)",NA,"Healthy (Exposed)","Viral Load or Clearance, Cough, Fever, Serious Adverse Events, C-Reactive Protein, SpO2, Radiographic Findings","HCQ, Arbidol",320
"CHICTR2000029740","http://www.chictr.org.cn/showproj.aspx?proj=49317",NA,"China","Beijing","2020-Feb","Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Viral Load or Clearance, Fever, Serious or Seconday Infections, Lymphocyte Count, IgG, IgM or IgA, SpO2, Respiratory Rate, Radiographic Findings","HCQ",78
"CHICTR2000030116","http://www.chictr.org.cn/showproj.aspx?proj=49901",NA,"China","Jiangxi","2020-Feb","Recruiting","Single-Arm","Unspecified",1,"Confirmed","Severe","Hospitalized","Invasive Mechanical Ventilation or ECMO","Stem Cells",16
"CHICTR2000030088","http://www.chictr.org.cn/showproj.aspx?proj=49902",NA,"China","Beijing","2020-Feb","Not Recruiting","Randomized","Unspecified",2,"Confirmed","Severe",NA,"Viral Load or Clearance, Radiographic Findings","Stem Cells",40
"CHICTR2000030117","http://www.chictr.org.cn/showproj.aspx?proj=49762",NA,"China","Beijing","2020-Feb","Recruiting","Randomized","Open-Label",2,"Confirmed","Non-severe",NA,"Viral Load or Clearance, Fever","Traditional Chinese Medicine",348
"CHICTR2000030054","http://www.chictr.org.cn/showproj.aspx?proj=49869",NA,"China","Fujian","2020-Feb","Not Recruiting","Randomized","Unspecified",3,"Confirmed","Non-severe",NA,"Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Fever, Serious Adverse Events, Heart Rate, Respiratory Rate","HCQ",100
"CHICTR2000029996","http://www.chictr.org.cn/showproj.aspx?proj=49510",NA,"China","Beijing","2020-Feb","Recruiting","Randomized","Open-Label",3,"Confirmed",NA,"Hospitalized","ICU Admission, Hospital Discharge, Clinical Improvement Score (Any), Viral Load or Clearance, Invasive Mechanical Ventilation or ECMO, Cough, Fever, Other Mild Symptoms","Favipiravir",60
"CHICTR2000030046","http://www.chictr.org.cn/showproj.aspx?proj=49861",NA,"China","Jiangxi","2020-Feb","Recruiting","Single-Arm","Unspecified",1,"Confirmed","Mixed","Hospitalized","Clinical Improvement Score (Any), Viral Load or Clearance, Fever, Dyspnea, C-Reactive Protein, Lymphocyte Count, ALT, AST, Bilirubin, Antibodies, SpO2","Plasma Product",10
"CHICTR2000030041","http://www.chictr.org.cn/showproj.aspx?proj=49891",NA,"China","Hubei","2020-Feb","Not Recruiting","Single-Arm","Open-Label",1,"Confirmed","Mixed","Hospitalized","Viral Load or Clearance","Azivudine",40
"CHICTR2000030039","http://www.chictr.org.cn/showproj.aspx?proj=49544",NA,"China","Jiangsu","2020-Feb","Recruiting","Non-Randomized","Unspecified",2,"Confirmed","Mixed",NA,"Viral Load or Clearance, C-Reactive Protein, IL-6, LDH, Respiratory Rate, Renal Outcome (Unspecified)","Plasma Product",90
"NCT04275388","https://ClinicalTrials.gov/show/NCT04275388",NA,"China","Beijing","2020-Feb","Not Recruiting","Randomized","Open-Label",2,"Confirmed",NA,NA,"Clinical Improvement Score (Any), Viral Load or Clearance, Pneumonia or ARDS, Cough, Fever, PaO2-FiO2, SpO2, Respiratory Rate","Traditional Chinese Medicine",348
"CHICTR2000029992","http://www.chictr.org.cn/showproj.aspx?proj=49574",NA,"China","Fujian","2020-Feb","Not Recruiting","Randomized","Open-Label",3,"Confirmed","Severe",NA,"Hospital Discharge, Viral Load or Clearance, Fever, Serious Adverse Events, Respiratory Rate","HCQ",100
"CHICTR2000030010","http://www.chictr.org.cn/showproj.aspx?proj=49777",NA,"China","Hubei","2020-Feb","Not Recruiting","Randomized","Double",2,"Confirmed","Severe","Hospitalized","Mortality, ICU Admission, Clinical Improvement Score (Any), Cough, Fever, Dyspnea, Other Mild Symptoms","Plasma",100
