uniprot_id	molecule_chembl_id	molecule_pref_name	mechanism_of_action	action_type	evidence
Q8TCU5	CHEMBL3545351	AV-101	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Wikipedia, Other, PubMed
Q8TCU5	CHEMBL1201293	ACAMPROSATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed, PubMed, PubMed, Wikipedia
Q8TCU5	CHEMBL1207366	GW468816	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q12879	CHEMBL2110814	DELUCEMINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Wikipedia
Q12879	CHEMBL742	KETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed, PubMed, PubMed, DailyMed, Wikipedia
Q12879	CHEMBL2110954	NERAMEXANE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q12879	CHEMBL3989872	APIMOSTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	Wikipedia
Q12879	CHEMBL467084	LANICEMINE	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed, Wikipedia, Other
Q12879	CHEMBL807	MEMANTINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	FDA, Wikipedia
Q12879	CHEMBL41306	CNS-5161	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed
Q12879	CHEMBL660	AMANTADINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
Q12879	CHEMBL3544917	RAPASTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	PubMed, PubMed, Wikipedia
Q12879	CHEMBL2107771	RALFINAMIDE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Other
Q12879	CHEMBL1255840	NEBOGLAMINE	Glutamate [NMDA] receptor positive allosteric modulator	POSITIVE ALLOSTERIC MODULATOR	PubMed, PubMed, Wikipedia
Q12879	CHEMBL3707400	INDANTADOL	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q12879	CHEMBL1094	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed
Q12879	CHEMBL900	ORPHENADRINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q12879	CHEMBL3707355	AZD8108	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Other, Other
Q12879	CHEMBL395091	ESKETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed
Q12879	CHEMBL3545351	AV-101	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Wikipedia, Other, PubMed
Q12879	CHEMBL1201293	ACAMPROSATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed, PubMed, PubMed, Wikipedia
Q12879	CHEMBL1207366	GW468816	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q05586	CHEMBL2110814	DELUCEMINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Wikipedia
Q05586	CHEMBL742	KETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed, PubMed, PubMed, DailyMed, Wikipedia
Q05586	CHEMBL2110954	NERAMEXANE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q05586	CHEMBL3989872	APIMOSTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	Wikipedia
Q05586	CHEMBL467084	LANICEMINE	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed, Wikipedia, Other
Q05586	CHEMBL807	MEMANTINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	FDA, Wikipedia
Q05586	CHEMBL41306	CNS-5161	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed
Q05586	CHEMBL660	AMANTADINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
Q05586	CHEMBL3544917	RAPASTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	PubMed, PubMed, Wikipedia
Q05586	CHEMBL2107771	RALFINAMIDE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Other
Q05586	CHEMBL1255840	NEBOGLAMINE	Glutamate [NMDA] receptor positive allosteric modulator	POSITIVE ALLOSTERIC MODULATOR	PubMed, PubMed, Wikipedia
Q05586	CHEMBL3707400	INDANTADOL	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q05586	CHEMBL1094	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed
Q05586	CHEMBL900	ORPHENADRINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q05586	CHEMBL3707355	AZD8108	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Other, Other
Q05586	CHEMBL395091	ESKETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed
Q05586	CHEMBL3545351	AV-101	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Wikipedia, Other, PubMed
Q05586	CHEMBL1201293	ACAMPROSATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed, PubMed, PubMed, Wikipedia
Q05586	CHEMBL1207366	GW468816	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q14957	CHEMBL2110814	DELUCEMINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Wikipedia
Q14957	CHEMBL742	KETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed, PubMed, PubMed, DailyMed, Wikipedia
Q14957	CHEMBL2110954	NERAMEXANE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q14957	CHEMBL3989872	APIMOSTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	Wikipedia
Q14957	CHEMBL467084	LANICEMINE	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed, Wikipedia, Other
Q14957	CHEMBL807	MEMANTINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	FDA, Wikipedia
Q14957	CHEMBL41306	CNS-5161	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed
Q14957	CHEMBL660	AMANTADINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
Q14957	CHEMBL3544917	RAPASTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	PubMed, PubMed, Wikipedia
Q14957	CHEMBL2107771	RALFINAMIDE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Other
Q14957	CHEMBL1255840	NEBOGLAMINE	Glutamate [NMDA] receptor positive allosteric modulator	POSITIVE ALLOSTERIC MODULATOR	PubMed, PubMed, Wikipedia
Q14957	CHEMBL3707400	INDANTADOL	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q14957	CHEMBL1094	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed
Q14957	CHEMBL900	ORPHENADRINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q14957	CHEMBL3707355	AZD8108	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Other, Other
Q14957	CHEMBL395091	ESKETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed
Q14957	CHEMBL3545351	AV-101	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Wikipedia, Other, PubMed
Q14957	CHEMBL1201293	ACAMPROSATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed, PubMed, PubMed, Wikipedia
Q14957	CHEMBL1207366	GW468816	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q13224	CHEMBL2110814	DELUCEMINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Wikipedia
Q13224	CHEMBL742	KETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed, PubMed, PubMed, DailyMed, Wikipedia
Q13224	CHEMBL2110954	NERAMEXANE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q13224	CHEMBL3989872	APIMOSTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	Wikipedia
Q13224	CHEMBL467084	LANICEMINE	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed, Wikipedia, Other
Q13224	CHEMBL807	MEMANTINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	FDA, Wikipedia
Q13224	CHEMBL41306	CNS-5161	Glutamate [NMDA] receptor blocker	BLOCKER	PubMed
Q13224	CHEMBL660	AMANTADINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	DailyMed, Wikipedia
Q13224	CHEMBL3544917	RAPASTINEL	Glutamate [NMDA] receptor partial agonist	PARTIAL AGONIST	PubMed, PubMed, Wikipedia
Q13224	CHEMBL2107771	RALFINAMIDE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, Other
Q13224	CHEMBL1255840	NEBOGLAMINE	Glutamate [NMDA] receptor positive allosteric modulator	POSITIVE ALLOSTERIC MODULATOR	PubMed, PubMed, Wikipedia
Q13224	CHEMBL3707400	INDANTADOL	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q13224	CHEMBL1094	FELBAMATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed
Q13224	CHEMBL900	ORPHENADRINE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed, PubMed, PubMed
Q13224	CHEMBL3707355	AZD8108	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Other, Other
Q13224	CHEMBL395091	ESKETAMINE	Glutamate [NMDA] receptor negative allosteric modulator	NEGATIVE ALLOSTERIC MODULATOR	PubMed
Q13224	CHEMBL3545351	AV-101	Glutamate [NMDA] receptor antagonist	ANTAGONIST	Wikipedia, Other, PubMed
Q13224	CHEMBL1201293	ACAMPROSATE	Glutamate [NMDA] receptor antagonist	ANTAGONIST	FDA, ISBN, PubMed, PubMed, PubMed, Wikipedia
Q13224	CHEMBL1207366	GW468816	Glutamate [NMDA] receptor antagonist	ANTAGONIST	PubMed
Q13370	CHEMBL190	THEOPHYLLINE	Phosphodiesterase 3 inhibitor	INHIBITOR	DailyMed, Wikipedia
Q13370	CHEMBL190	THEOPHYLLINE	Phosphodiesterase 3 inhibitor	INHIBITOR	Wikipedia, DailyMed
Q13370	CHEMBL760	ANAGRELIDE	Phosphodiesterase 3 inhibitor	INHIBITOR	PubMed, Wikipedia, FDA
Q13370	CHEMBL1208646	THEOPHYLLINE GLYCINATE	Phosphodiesterase 3 inhibitor	INHIBITOR	DailyMed, Wikipedia
Q13370	CHEMBL2051955	LEVOSIMENDAN	Phosphodiesterase 3 inhibitor	INHIBITOR	PubMed, PubMed
Q14432	CHEMBL190	THEOPHYLLINE	Phosphodiesterase 3 inhibitor	INHIBITOR	DailyMed, Wikipedia
Q14432	CHEMBL190	THEOPHYLLINE	Phosphodiesterase 3 inhibitor	INHIBITOR	Wikipedia, DailyMed
Q14432	CHEMBL760	ANAGRELIDE	Phosphodiesterase 3 inhibitor	INHIBITOR	PubMed, Wikipedia, FDA
Q14432	CHEMBL1208646	THEOPHYLLINE GLYCINATE	Phosphodiesterase 3 inhibitor	INHIBITOR	DailyMed, Wikipedia
Q14432	CHEMBL2051955	LEVOSIMENDAN	Phosphodiesterase 3 inhibitor	INHIBITOR	PubMed, PubMed
O95264	CHEMBL3544952	RG3487	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed
O95264	CHEMBL2104986	TEDATIOXETINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	Wikipedia, Other, Other
O95264	CHEMBL304902	CLOTHIAPINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed, Other, PubMed, PubMed, PubMed, PubMed
Q8WXA8	CHEMBL3544952	RG3487	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed
Q8WXA8	CHEMBL2104986	TEDATIOXETINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	Wikipedia, Other, Other
Q8WXA8	CHEMBL304902	CLOTHIAPINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed, Other, PubMed, PubMed, PubMed, PubMed
A5X5Y0	CHEMBL3544952	RG3487	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed
A5X5Y0	CHEMBL2104986	TEDATIOXETINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	Wikipedia, Other, Other
A5X5Y0	CHEMBL304902	CLOTHIAPINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed, Other, PubMed, PubMed, PubMed, PubMed
Q70Z44	CHEMBL3544952	RG3487	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed
Q70Z44	CHEMBL2104986	TEDATIOXETINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	Wikipedia, Other, Other
Q70Z44	CHEMBL304902	CLOTHIAPINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed, Other, PubMed, PubMed, PubMed, PubMed
P46098	CHEMBL3544952	RG3487	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed
P46098	CHEMBL2104986	TEDATIOXETINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	Wikipedia, Other, Other
P46098	CHEMBL304902	CLOTHIAPINE	Serotonin 3 (5-HT3) receptor antagonist	ANTAGONIST	PubMed, Other, PubMed, PubMed, PubMed, PubMed
Q92542	CHEMBL190083	TARENFLURBIL	Gamma-secretase modulator	MODULATOR	PubMed
Q92542	CHEMBL1090771	AVAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q92542	CHEMBL463981	BEGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q92542	CHEMBL520733	SEMAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q9NZ42	CHEMBL190083	TARENFLURBIL	Gamma-secretase modulator	MODULATOR	PubMed
Q9NZ42	CHEMBL1090771	AVAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q9NZ42	CHEMBL463981	BEGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q9NZ42	CHEMBL520733	SEMAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q96BI3	CHEMBL190083	TARENFLURBIL	Gamma-secretase modulator	MODULATOR	PubMed
Q96BI3	CHEMBL1090771	AVAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q96BI3	CHEMBL463981	BEGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q96BI3	CHEMBL520733	SEMAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P49768	CHEMBL190083	TARENFLURBIL	Gamma-secretase modulator	MODULATOR	PubMed
P49768	CHEMBL1090771	AVAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P49768	CHEMBL463981	BEGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P49768	CHEMBL520733	SEMAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q8WW43	CHEMBL190083	TARENFLURBIL	Gamma-secretase modulator	MODULATOR	PubMed
Q8WW43	CHEMBL1090771	AVAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q8WW43	CHEMBL463981	BEGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
Q8WW43	CHEMBL520733	SEMAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P49810	CHEMBL190083	TARENFLURBIL	Gamma-secretase modulator	MODULATOR	PubMed
P49810	CHEMBL1090771	AVAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P49810	CHEMBL463981	BEGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P49810	CHEMBL520733	SEMAGACESTAT	Gamma-secretase inhibitor	INHIBITOR	PubMed
P22694	CHEMBL494089	GSK-690693	cAMP-dependent protein kinase (PKA) inhibitor	INHIBITOR	PubMed
P17612	CHEMBL494089	GSK-690693	cAMP-dependent protein kinase (PKA) inhibitor	INHIBITOR	PubMed
P22612	CHEMBL494089	GSK-690693	cAMP-dependent protein kinase (PKA) inhibitor	INHIBITOR	PubMed
P25100	CHEMBL644	TRIMIPRAMINE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	ISBN, PubMed, Wikipedia
P25100	CHEMBL723	CARVEDILOL	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	FDA
P25100	CHEMBL836	TAMSULOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed
P25100	CHEMBL1197051	ISOXSUPRINE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P25100	CHEMBL2	PRAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed, Wikipedia
P25100	CHEMBL709	ALFUZOSIN	Adrenergic receptor alpha-1 agonist	AGONIST	DailyMed
P25100	CHEMBL524	METHOXAMINE	Adrenergic receptor alpha-1 agonist	AGONIST	ISBN
P25100	CHEMBL707	DOXAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed, Wikipedia
P25100	CHEMBL1201319	METARAMINOL	Adrenergic receptor alpha-1 agonist	AGONIST	PubMed
P25100	CHEMBL1201212	MIDODRINE	Adrenergic receptor alpha-1 agonist	AGONIST	DailyMed
P25100	CHEMBL611	TERAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed
P25100	CHEMBL1215	PHENYLEPHRINE	Adrenergic receptor alpha-1 agonist	AGONIST	ISBN
P25100	CHEMBL12713	SERTINDOLE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed
P35348	CHEMBL644	TRIMIPRAMINE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	ISBN, PubMed, Wikipedia
P35348	CHEMBL723	CARVEDILOL	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	FDA
P35348	CHEMBL836	TAMSULOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed
P35348	CHEMBL1197051	ISOXSUPRINE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35348	CHEMBL2	PRAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed, Wikipedia
P35348	CHEMBL709	ALFUZOSIN	Adrenergic receptor alpha-1 agonist	AGONIST	DailyMed
P35348	CHEMBL524	METHOXAMINE	Adrenergic receptor alpha-1 agonist	AGONIST	ISBN
P35348	CHEMBL707	DOXAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed, Wikipedia
P35348	CHEMBL1201319	METARAMINOL	Adrenergic receptor alpha-1 agonist	AGONIST	PubMed
P35348	CHEMBL1201212	MIDODRINE	Adrenergic receptor alpha-1 agonist	AGONIST	DailyMed
P35348	CHEMBL611	TERAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed
P35348	CHEMBL1215	PHENYLEPHRINE	Adrenergic receptor alpha-1 agonist	AGONIST	ISBN
P35348	CHEMBL12713	SERTINDOLE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed
P35368	CHEMBL644	TRIMIPRAMINE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	ISBN, PubMed, Wikipedia
P35368	CHEMBL723	CARVEDILOL	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	FDA
P35368	CHEMBL836	TAMSULOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed
P35368	CHEMBL1197051	ISOXSUPRINE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35368	CHEMBL2	PRAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed, Wikipedia
P35368	CHEMBL709	ALFUZOSIN	Adrenergic receptor alpha-1 agonist	AGONIST	DailyMed
P35368	CHEMBL524	METHOXAMINE	Adrenergic receptor alpha-1 agonist	AGONIST	ISBN
P35368	CHEMBL707	DOXAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed, Wikipedia
P35368	CHEMBL1201319	METARAMINOL	Adrenergic receptor alpha-1 agonist	AGONIST	PubMed
P35368	CHEMBL1201212	MIDODRINE	Adrenergic receptor alpha-1 agonist	AGONIST	DailyMed
P35368	CHEMBL611	TERAZOSIN	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	DailyMed
P35368	CHEMBL1215	PHENYLEPHRINE	Adrenergic receptor alpha-1 agonist	AGONIST	ISBN
P35368	CHEMBL12713	SERTINDOLE	Adrenergic receptor alpha-1 antagonist	ANTAGONIST	PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL146095	GLAFENINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P35354	CHEMBL139	DICLOFENAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, Wikipedia
P35354	CHEMBL563	FLURBIPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL1020	TOLMETIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL15870	INDOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL1297	FENOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, DailyMed
P35354	CHEMBL2105683	NAPROXEN ETEMESIL	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P35354	CHEMBL527	PIROXICAM	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P35354	CHEMBL139	DICLOFENAC	Cyclooxygenase inhibitor	INHIBITOR	FDA, PubMed, PubMed, PubMed
P35354	CHEMBL521	IBUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	FDA, Wikipedia
P35354	CHEMBL1228	OXYPHENBUTAZONE	Cyclooxygenase inhibitor	INHIBITOR	KEGG, PubMed, PubMed
P35354	CHEMBL2108222	ALOXIPRIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL341812	IBUFENAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL898	DIFLUNISAL	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL1071	OXAPROZIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, DailyMed
P35354	CHEMBL15770	SULINDAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P35354	CHEMBL12610	BENZYDAMINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL188952	PIRPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL15677	FENCLOFENAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL956	SUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P35354	CHEMBL101	PHENYLBUTAZONE	Cyclooxygenase inhibitor	INHIBITOR	Expert
P35354	CHEMBL461522	DIPYRONE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL25	ASPIRIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, Wikipedia
P35354	CHEMBL75435	DEXKETOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL175	DEXIBUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL53292	ISOXICAM	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL686	MEFENAMIC ACID	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
P35354	CHEMBL571	KETOPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, Wikipedia, Wikipedia
P35354	CHEMBL189171	ACEMETACIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL6	INDOMETHACIN	Cyclooxygenase inhibitor	INHIBITOR	FDA, ISBN
P35354	CHEMBL1565476	APAZONE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P35354	CHEMBL13376	CLOMETACIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL469	KETOROLAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL154	NAPROXEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL509	MECLOFENAMIC ACID	Cyclooxygenase inhibitor	INHIBITOR	PubMed, DailyMed
P35354	CHEMBL1201346	BALSALAZIDE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P35354	CHEMBL521	IBUPROFEN	Cyclooxygenase inhibitor	INHIBITOR	ISBN, Wikipedia
P35354	CHEMBL425	OLSALAZINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, DailyMed
P35354	CHEMBL704	MESALAMINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P35354	CHEMBL1021	NEPAFENAC	Cyclooxygenase inhibitor	INHIBITOR	DailyMed
P35354	CHEMBL421	SULFASALAZINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed
P35354	CHEMBL1077	BROMFENAC	Cyclooxygenase inhibitor	INHIBITOR	DailyMed
P35354	CHEMBL2103831	NAPROXCINOD	Cyclooxygenase inhibitor	INHIBITOR	PubMed
P35354	CHEMBL112	ACETAMINOPHEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, Wikipedia
P35354	CHEMBL1120	BISMUTH SUBSALICYLATE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL146095	GLAFENINE	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed
P23219	CHEMBL139	DICLOFENAC	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, Wikipedia
P23219	CHEMBL563	FLURBIPROFEN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed, PubMed, PubMed, PubMed, PubMed
P23219	CHEMBL1020	TOLMETIN	Cyclooxygenase inhibitor	INHIBITOR	PubMed, PubMed
